Type,Number,Entry,Exit,Infant vocalizations,Parent vocalizations,Vocalizations,Referent,sound,Others,Duration
E,70,277.28,277.28,,Parent vocalizes,嗯,,,,0.04
E,71,277.8,277.8,Infant vocalizes,,babbles,,,,0.04
E,72,278.48,278.48,,Parent vocalizes,嗯,,,,0.04
E,73,279.48,279.48,Infant vocalizes,,babbles,,,,0.04
E,74,283.4,283.4,,Parent vocalizes,看看啊，能不能放在一起玩啊,,,,0.04
E,75,292,292,,Parent vocalizes,好像不行诶,,,,0.04
E,76,294.32,294.32,,Parent vocalizes,这两个不能放在一起玩_,,,,0.04
E,77,299.28,299.28,,Parent vocalizes,不能玩了，只能这样拿在手上,,,,0.04
E,78,308.52,308.52,,Parent vocalizes,装不上，这个扣装不上,,,,0.04
E,79,316.72,316.72,,Parent vocalizes,把这个盖上，登登登,,,,0.04
E,80,334.6,334.6,,Parent vocalizes,这个装不上，就这个装得上，这个,,,,0.04
E,81,350,350,,Parent vocalizes,哦要拿下来吗,,,,0.04
E,82,351.8,351.8,Infant vocalizes,,babbles,,,,0.04
E,83,352.08,352.08,,Parent vocalizes,要拿下来哈，那我拿下来，唔--咦,,,,0.04
E,84,355.4,355.4,,Parent vocalizes,_？,,,,0.04
E,85,358.48,358.48,,Parent vocalizes,_？,,,,0.04
E,86,360.8,360.8,,Parent vocalizes,怎么了？,,,,0.04
E,87,362.48,362.48,Infant vocalizes,Parent vocalizes,我们现在要不要把玩具放回去啊,,,,0.04
E,88,365.64,365.64,,Parent vocalizes,把玩具放回去好不好,,,,0.04
E,89,369,369,,Parent vocalizes,收起来,,,,0.04
E,90,370.4,370.4,,Parent vocalizes,收起来,,,,0.04
E,91,371.8,371.8,,Parent vocalizes,收起来，宝宝来帮忙,,,,0.04
E,92,373.48,373.48,,Parent vocalizes,收起来，把这个放进去好不好,,,,0.04
E,93,377.2,377.2,,Parent vocalizes,把这个放进去好不好,,,,0.04
E,94,380.2,380.2,,Parent vocalizes,把小猪放进去好吗,,,,0.04
E,95,384,384,,Parent vocalizes,把这个书放进去好吗,,,,0.04
E,96,389,389,,Parent vocalizes,把这个小青虫放进去好吗，哎哟,,,,0.04
E,97,392,392,,Parent vocalizes,把虫放进去好吗,,,,0.04
E,98,397,397,,Parent vocalizes,这里还有一个,,,,0.04
E,99,399,399,,Parent vocalizes,放进去好吗,,,,0.04
E,100,402.68,402.68,,Parent vocalizes,这里有一个球，放进去好吗,,,,0.04
E,101,407.4,407.4,Infant vocalizes,,babbles,,,,0.04
E,102,408.8,408.8,,Parent vocalizes,呐，嘣,,,,0.04
E,103,411.6,411.6,,Parent vocalizes,这个小车放进去吗,,,,0.04
E,104,418.28,418.28,Infant vocalizes,,babbles,,,,0.04
E,105,419.04,419.04,,Parent vocalizes,嗯,,,,0.04
E,106,421.16,421.16,,,嗯,,,other talk,0.04
E,107,422,422,,Parent vocalizes,嗯,,,,0.04
E,108,423.4,423.4,,Parent vocalizes,好的,,,,0.04
E,109,423.48,423.48,,,,Parent started filling out the questionnaire,,other talk,0.04
E,110,425.52,425.52,Infant vocalizes,,babbles,,,,0.04
E,111,426.56,426.56,,Parent vocalizes,啊，宝宝自己玩啊，妈妈看哈， 你自己玩，笔不能给你,,,,0.04
E,112,437.24,437.24,Infant vocalizes,,babbles,,,,0.04
E,113,440,440,Infant vocalizes,,babbles,,,,0.04
E,114,487.28,487.28,Infant vocalizes,,babbles,,,,0.04
E,115,495.08,495.08,Infant vocalizes,,babbles,,,,0.04
E,116,518.08,518.08,,,,,,other talk,0.04
E,117,551.44,551.44,Infant vocalizes,,babbles,,,,0.04
E,118,562.56,562.56,Infant vocalizes,,babbles,,,,0.04
E,119,572.8,572.8,Infant vocalizes,,babbles,,,,0.04
E,120,573.8,573.8,Infant vocalizes,,babbles,,,,0.04
E,121,577,577,Infant vocalizes,,babbles,,,,0.04
E,122,622.2,622.2,Infant vocalizes,,babbles,,,,0.04
E,123,622.6,622.6,,Parent vocalizes,嗯,,,,0.04
E,124,625.08,625.08,,Parent vocalizes,小象小象，乖乖,,,,0.04
E,125,628.32,628.32,,Parent vocalizes,宝宝宝宝，乖乖,,,,0.04
E,126,630.44,630.44,Infant vocalizes,,babbles,,,,0.04
E,127,631.04,631.04,,Parent vocalizes,哦妈妈的鞋套,,,,0.04
E,128,633.4,633.4,,Parent vocalizes,套在鞋，套在脚上面的，鞋子脏，然后套一个鞋套，很干净,,,,0.04
E,129,640.56,640.56,,Parent vocalizes,宝宝，小象来咯，小象来咯，小象乖乖,,,,0.04
E,130,645.88,645.88,Infant vocalizes,,babbles,,,,0.04
E,131,651.8,651.8,Infant vocalizes,,babbles,,,,0.04
E,132,653,653,,Parent vocalizes,鞋套，鞋套，鞋套是这样子弄的，鞋套是这样子的,,,,0.04
E,133,659.32,659.32,,Parent vocalizes,鞋子套上去，这样就干净啦,,,,0.04
E,134,664,664,,Parent vocalizes,干净啦,,,,0.04
E,135,665.56,665.56,,Parent vocalizes,好不好,,,,0.04
E,136,668.8,668.8,Infant vocalizes,,babbles,,,,0.04
E,137,669.2,669.2,,Parent vocalizes,袜子，袜子，妈妈的袜子,,,,0.04
E,138,672,672,,Parent vocalizes,宝宝也穿袜子了呀，宝宝袜子呢，宝宝袜子对不对,,,,0.04
E,139,677.4,677.4,,Parent vocalizes,嗯，妈妈的袜子，宝宝的袜子，要抱抱吗，哎哟,,,,0.04
E,140,686.08,686.08,,Parent vocalizes,站起来干嘛呢,,,,0.04
E,141,688.64,688.64,,Parent vocalizes,干啥呢,,,,0.04
E,142,707.2,707.2,,Parent vocalizes,发出声音咯，可是声音好像有点轻，是吧，有点轻,,,,0.04
T,4,0,0,ZBZJ11-c2-no condition shift,0.04,"Video: ""L:\Studies\Mandarin walking\Videos\Videos\20141231-ZBZJ-11\20141231-zbzj11-freeplay-c2\20141231-zbzj11-freeplay-c2.MTS""<BR>",,,,
E,1,0.48,0.48,,,,Mom,,,0.04
E,2,3.68,6.32,,parent vocalization,金鸿 过来,,,,2.68
E,3,6.52,9.6,,parent vocalization,诶 玩具不能放在嘴里的,,,,3.12
E,4,9.88,14.92,,parent vocalization,你 你按一下这个mo 喏 你看,,,,5.08
E,5,15.32,22,,parent vocalization,咦 这个牛牛会叫的喏 好玩吗 哞,,,,6.72
E,6,22.36,24,,parent vocalization,小牛牛,,,,1.68
E,7,26.24,34.44,,parent vocalization,你看 毛毛虫诶 咦 这个毛毛虫很好玩的 看好了哦,,,,8.24
E,8,34.6,39.08,,parent vocalization,妈妈帮它开哦 预备 起,,,,4.52
E,9,41.28,44.76,,parent vocalization,诶嘿 去抓住它 抓住它 抓住它,,,,3.52
E,10,44.76,48.44,,parent vocalization,抓住它 把毛毛虫拿过来,,,,3.72
E,11,48.44,50.84,,parent vocalization,把毛毛虫拿过来,,,,2.44
E,12,54.88,60.88,,parent vocalization,金鸿 金鸿 过来 毛毛虫呢 毛毛虫拿过来,,,,6.04
E,13,63.4,69.44,,parent vocalization,哦 哦 哦 它自己又跑起来了对不对 怎么那么好玩呢,,,,6.08
E,14,69.44,72.44,,parent vocalization,毛毛虫来咯,,,,3.04
E,15,72.44,76.4,,parent vocalization,毛毛虫来咯,,,,4
E,16,78.08,82.4,,parent vocalization,（听不清） 哦你最喜欢牛牛对吧,,,,4.36
E,17,82.64,86.72,,parent vocalization,诶 最喜欢牛牛啊,,,,4.12
E,18,87.88,89.52,,parent vocalization,不喜欢毛毛虫啊？,,,,1.68
E,19,92.16,100.88,,parent vocalization,咦 哟 哦 那那你看,,,,8.76
E,20,100.88,103.68,,parent vocalization,按一下,,,,2.84
E,21,104.8,107.12,,parent vocalization,这样,,,,2.36
E,22,106.68,108.68,,parent vocalization,哇,,,,2.04
E,23,108.76,113.52,,parent vocalization,来 按一下 妈妈,,,,4.8
E,24,109.12,113.64,infant vocalization,,妈妈,,,,4.56
E,25,113.52,118.56,,parent vocalization,牛牛呀 这是小牛,,,,5.08
E,26,118.88,124.44,,parent vocalization,咦嘿嘿嘿 好玩吗 它会发出声音的诶,,,,5.6
E,27,125.52,138.92,,parent vocalization,小汽车 这是小校车 囡囡 小校车上面有小朋友 看到没有 看到吗这里,,,,13.44
E,28,138.92,147.64,,parent vocalization,Hi Hi 金鸿 你好 欢迎你来坐我们的校车,,,,8.76
E,29,146.8,148.68,infant vocalization,,嘟嘟嘟,,,,1.92
E,30,147.64,153.4,,parent vocalization,哦 嘟嘟嘟嘟嘟,,,,5.8
E,31,150.28,153.28,infant vocalization,,mmm哇,,,,3.04
E,32,154.36,158.16,,parent vocalization,你看这个小汽车会开的 多好玩,,,,3.84
E,33,158.16,162.4,,parent vocalization,是木头做的小汽车对吧,,,,4.28
E,34,162.84,171.28,,parent vocalization,软软的 软软的哎 这毛毛虫和我们家的摇头摆尾是不是一样的？,,,,8.48
E,35,171.44,182.52,,parent vocalization,摇头摆尾是什么 也是这样开的对吗 啊？长颈鹿 摇头摆尾 摇头摆尾,,,,11.12
E,36,182.52,190.2,,parent vocalization,诶 诶 摇头摆尾 对了,,,,7.72
E,37,192.4,194.96,,parent vocalization,囡囡来 套个圈圈,,,,2.6
E,38,195.12,200.88,,parent vocalization,把圈圈套到这个里面去 对了 真聪明,,,,5.8
E,39,200.88,206.84,,parent vocalization,再套一个 哎哟 囡囡聪明 再放上去 把这个放上去,,,,6
E,40,206.84,207.64,infant vocalization,,嗯,,,,0.84
E,41,206.84,210.8,,parent vocalization,诶 真棒 哦 这是书呀,,,,4
E,42,210.16,221.2,,parent vocalization,好了哦 现在是便便时间 便便是什么？拉嗯嗯呀 嗯嗯,,,,11.08
E,43,217.48,222.28,infant vocalization,,嗯哼,,,,4.84
E,44,221.2,224.28,,parent vocalization,哦这样的啊 啦嗯嗯是这样的呀,,,,3.12
E,45,224.28,234.68,,parent vocalization,囡囡 囡囡 囡囡 囡囡  哦 哦 哦 这样的 我们看一会儿书好不好,,,,10.44
E,46,227.92,231.88,infant vocalization,,哦,,,,4
E,47,234.68,240.04,,parent vocalization,来 宝宝宝宝 来看一会儿书 哦 你要玩这个东西啊？,,,,5.4
E,48,236.56,238.44,infant vocalization,,嗯,,,,1.92
E,49,240.64,243,infant vocalization,,tans,,,,2.4
E,50,243,246.8,infant vocalization,,哒哒 哒哒哒哒哒,,,,3.84
E,51,244.6,249.52,,parent vocalization,这东西丢给妈妈好吗 来丢给妈妈喏 好嘞,,,,4.96
E,52,249.52,251.48,,parent vocalization,金鸿,,,,2
E,53,251.48,253.36,,parent vocalization,哦又掉了,,,,1.92
E,54,254.08,255.24,infant vocalization,,哞,,,,1.2
E,55,255,257.2,,parent vocalization,哞,,,,2.24
E,56,257.2,260.24,,parent vocalization,丢这个球球好吗,,,,3.08
E,57,264.4,268.44,,parent vocalization,哦 拉嗯嗯是发出这种声音的啊？,,,,4.08
E,58,269.76,276.6,,parent vocalization,小鸭子喏 我们先把这些玩具收起来 然后我们看一会儿书好不好,,,,6.88
E,59,276.6,278.2,,parent vocalization,来 翻开,,,,1.64
E,60,278.2,289.16,,parent vocalization,你看 以前我穿纸尿裤 咦 咦 咦现在 纸尿裤诶 你有没有穿纸尿裤啊？,,,,11
E,61,289.24,294.88,,parent vocalization,诶你也穿纸尿裤 我能自己上洗手间啦,,,,5.68
E,62,294.88,301.72,,parent vocalization,你看 把门打开 里面一个马桶,,,,6.88
E,63,301.76,307,,parent vocalization,这里没有马桶 这里没有马桶 这里是幼儿园,,,,5.28
E,64,307,313.92,,parent vocalization,这里没有马桶 来 过来 看 把书打开,,,,6.96
E,65,314.04,318.56,,parent vocalization,以前我是穿纸尿裤的,,,,4.56
E,66,318.64,324.48,,parent vocalization,但是现在 他说 我自己可以上洗手间咯,,,,5.88
E,67,324.68,326.16,infant vocalization,,嗯,,,,1.52
E,68,326,332.84,,parent vocalization,欧 翻一页 我坐在便盆上面嗯嗯,,,,6.88
E,69,333,335.4,,parent vocalization,拉嗯嗯 对吧,,,,2.44
E,70,335.4,338.44,,parent vocalization,还有小熊陪着他一起拉嗯嗯,,,,3.08
E,71,336.72,338.84,infant vocalization,,啊呃呃嗯嗯,,,,2.16
E,72,338.44,344.72,,parent vocalization,诶 嗯嗯拉好了以后还要叫 妈妈妈妈我嗯嗯拉好了,,,,6.32
E,73,343.72,345.36,infant vocalization,,嗯,,,,1.68
E,74,345.36,352.8,,parent vocalization,诶 认真点 哦哦哦 这里玩具好玩对吧 没玩过 没玩过这玩具对吧,,,,7.48
E,75,348.36,353.6,infant vocalization,,嗯 嗯,,,,5.28
E,76,353.36,358.52,,parent vocalization,哪一个没玩过啊？小汽车没玩过对吧,,,,5.2
E,77,358.52,364.48,,parent vocalization,你不学习啊 这本书很好玩诶,,,,6
E,78,375.72,378.2,,parent vocalization,咦,,,,2.52
E,79,380.44,384.76,,parent vocalization,你是不是发现我们被圈在里面啦？,,,,4.36
E,80,384.76,390.24,,parent vocalization,啊？咦？嘿嘿 地方一下子缩小了对吧,,,,5.52
E,81,390.56,392.88,,parent vocalization,妈妈开给你好吗,,,,2.36
E,82,395.52,397.4,,parent vocalization,哎对了往前推,,,,1.92
E,83,397.4,407.32,,parent vocalization,推 推一下 再推 再推 哎 好 看好哦 金鸿 看好 看妈妈手手怎么推 看好囡囡,,,,9.96
E,84,407.4,415.04,,parent vocalization,哎对了看好 把手手往前面推哦 拍一下就往前面去了 看到了没有?,,,,7.68
E,85,415.56,422.12,,parent vocalization,手手只要往前面拍一下 看好了哦 推~就往前了,,,,6.6
E,86,422.36,423.88,,parent vocalization,对不对？,,,,1.56
E,87,423.88,435.48,,parent vocalization,你试试看吧 你试试看 把手手往前面 推 对了对了对了 再推 再推 哦这样推的啊 哦哦哦,,,,11.64
E,88,436.2,438.88,,parent vocalization,拿过来,,,,2.72
E,89,440.32,444.64,,parent vocalization,哎 看看他为什么会跑啊 啊？,,,,4.36
E,90,445.6,450.56,,parent vocalization,因为它下面有轮子诶 小汽车诶,,,,5
E,91,450.8,455.56,,parent vocalization,哦小汽车是这样子的 滴滴滴 滴滴滴 （唱的）,,,,4.8
E,92,457.12,466.96,,parent vocalization,小汽车是怎么样发出声音的啊 喇叭 我们小汽车是怎么叫的 滴滴 滴滴 对吧,,,,9.88
E,93,465.08,467.24,infant vocalization,,啊,,,,2.2
E,94,475.8,481.28,,parent vocalization,嗯？这个是什么呀 乐高积木诶,,,,5.52
E,95,481.52,484.88,,parent vocalization,这是大块积木对吧,,,,3.4
E,96,484.4,493.32,,parent vocalization,你找找看里面还有没有乐高积木 你看看 这里面还有没有乐高积木 这里面 还有没有,,,,8.96
E,97,493.44,495.68,,parent vocalization,有没有乐高积木,,,,2.28
E,98,495.84,503.24,,parent vocalization,诶 这个也是乐高积木对不对 然后把它撞在这个上面,,,,7.44
E,99,503.24,507.32,,parent vocalization,撞上去 哎呀反掉了,,,,4.12
E,100,511.04,515.28,,parent vocalization,妈妈装一次给你看 你看好了哦 装一次,,,,4.28
E,101,515.28,519.96,,parent vocalization,放上去 耶 还可以拿下来哦,,,,4.72
E,102,520.4,522.6,infant vocalization,,嗯,,,,2.24
E,103,534.8,536,infant vocalization,,嗯,,,,1.24
E,104,554.76,561.72,infant vocalization,,呃啊 呃啊,,,,7
E,105,605.68,610.28,infant vocalization,,呃啊呀吧啊 （scream）,,,,4.64
E,106,610.28,613.2,,parent vocalization,妈妈在填表格 写字,,,,2.96
E,107,613.76,616.08,,parent vocalization,来毛毛虫去玩一会儿吧,,,,2.36
E,108,621.32,623.24,infant vocalization,,啊咳,,,,1.96
E,109,624.52,627.8,,parent vocalization,看什么呀,,,,3.32
E,110,626.64,628.04,infant vocalization,,嗯,,,,1.44
E,111,628.12,632.08,,parent vocalization,哦,,,,4
E,112,630.4,631.48,infant vocalization,,嗯,,,,1.12
E,113,631.48,634.08,infant vocalization,,嗯呜嗯,,,,2.64
E,114,637.6,640.76,,parent vocalization,哦这是妈妈的纸,,,,3.2
E,115,641.28,644.12,infant vocalization,,妈妈妈,,,,2.88
E,116,644.12,647.2,,parent vocalization,哦妈妈在这里填表格 写字,,,,3.12
E,117,647.2,651.76,,parent vocalization,哎 写字 囡囡自己玩一会儿好吗,,,,4.6
E,118,650.44,655.52,,parent vocalization,喏 跟小汽车一起玩好不好,,,,5.12
E,119,654.92,655.56,infant vocalization,,嗯,,,,0.68
E,120,655.96,658.08,,parent vocalization,哦你要啊？,,,,2.16
E,121,665.8,669.44,,parent vocalization,金鸿 把纸给妈妈,,,,3.68
E,122,669.44,673.8,,parent vocalization,你看小书好不好 看一会儿小书好不好,,,,4.4
E,123,673.92,678.12,,parent vocalization,哎 你看小书 妈妈看这个大书,,,,4.24
E,124,678.24,688.64,,parent vocalization,嘿，死相嘛。 拿过来给妈妈 哎这上面有什么 妈妈写给你看好吗？ 妈妈写给你看呀,,,,10.44
E,125,688.76,698.04,,parent vocalization,喏，各么妈妈给你一张。来，拿去， 给你一张。,,,,9.32
E,126,698.04,699.04,,Parent vocalization,这个给你，给你哦。 但是，只能拿在手上哦。不可以放在嘴里。,,,,1.04
T,5,0,0,ZBZJ15,0.04,"Video: ""L:\Studies\Mandarin walking\Videos\Videos\20150121-ZBZJ-15\20150121-zbzj15-freeplay-c1\20150121-zbzj15-freeplay-c1.MTS""<BR>",,,,
E,1,0,0,,,,Mom,,,0.04
E,2,0.04,0.04,,Parent vocalizes,车子啊,,,,0.04
E,3,1.48,1.48,Infant vocalizes,,babbles,,,,0.04
E,4,2,2,,Parent vocalizes,哪能开的啊,,,,0.04
E,5,4.56,4.56,Infant vocalizes,,babbles,,,,0.04
E,6,4.84,4.84,,Parent vocalizes,车车哦车车,,,,0.04
E,7,7.8,7.8,,Parent vocalizes,小汽车,,,,0.04
E,8,10,10,,Parent vocalizes,小汽车,,,,0.04
E,9,10.32,10.32,,Parent vocalizes,车车~,,,,0.04
E,10,12.4,12.4,,Parent vocalizes,这是什么啊,,,,0.04
E,11,14,14,,Parent vocalizes,套圈圈不啦，套进去,,,,0.04
E,12,16,16,Infant vocalizes,,babbles,,,,0.04
E,13,17.6,17.6,,Parent vocalizes,套圈圈,,,,0.04
E,14,20,20,,Parent vocalizes,圈圈呐,,,,0.04
E,15,21.4,21.4,,Parent vocalizes,套圈圈,,,,0.04
E,16,23.2,23.2,,Parent vocalizes,圈圈,,,,0.04
E,17,24.4,24.4,,Parent vocalizes,套圈圈,,,,0.04
E,18,26.8,26.8,,Parent vocalizes,辉辉你会套不啦？,,,,0.04
E,19,28.8,28.8,,Parent vocalizes,圈圈,,,,0.04
E,20,30.4,30.4,Infant vocalizes,,babbles,,,,0.04
E,21,31,31,,Parent vocalizes,圈圈，哦~你怕的啊，圈圈也怕,,,,0.04
E,22,34.4,34.4,,Parent vocalizes,喜欢小汽车不啦,,,,0.04
E,23,36.6,36.6,,Parent vocalizes,车车,,,,0.04
E,24,37.28,37.28,Infant vocalizes,,babbles,,,,0.04
E,25,37.8,37.8,,Parent vocalizes,哦~,,,,0.04
E,26,38.8,38.8,,Parent vocalizes,公共汽车对吧，滴滴滴叭叭叭，我们开小汽车好不好啊,,,,0.04
E,27,44.4,44.4,Infant vocalizes,,babbles,,,,0.04
E,28,45,45,,Parent vocalizes,哦这个也是车车啊,,,,0.04
E,29,46.8,46.8,Infant vocalizes,,babbles,,,,0.04
E,30,47,47,,Parent vocalizes,你喜欢这个车车啊,,,,0.04
E,31,49,49,,Parent vocalizes,那你跟它开好不好啊,,,,0.04
E,32,50.6,50.6,Infant vocalizes,,babbles,,,,0.04
E,33,51.68,51.68,,Parent vocalizes,开小汽车了,,,,0.04
E,34,53.6,53.6,,Parent vocalizes,开过来开过去,,,,0.04
E,35,56,56,Infant vocalizes,,babbles,,,,0.04
E,36,56.68,56.68,,Parent vocalizes,哦~,,,,0.04
E,37,58.64,58.64,,Parent vocalizes,小汽车,,,,0.04
E,38,59.52,59.52,Infant vocalizes,,babbles,,,,0.04
E,39,60,60,,Parent vocalizes,哦~,,,,0.04
E,40,61.12,61.12,,Parent vocalizes,唔~往前开了啊会，这么厉害啊宝贝啊,,,,0.04
E,41,65.4,65.4,,Parent vocalizes,我们再往前,,,,0.04
E,42,67.28,67.28,,Parent vocalizes,吁~会开了没啊,,,,0.04
E,43,68.88,68.88,Infant vocalizes,,babbles,,,,0.04
E,44,69.4,69.4,,Parent vocalizes,哦车啊哦，都会开的对吧,,,,0.04
E,45,73,73,,Parent vocalizes,吁~吁~~会开了没有啊,,,,0.04
E,46,78.32,78.32,Infant vocalizes,,babbles,,,,0.04
E,47,78.84,78.84,,Parent vocalizes,哦小汽车要开啦，这个是大象是吧,,,,0.04
E,48,82.28,82.28,,Parent vocalizes,大象小汽车，这个是校车，对吧,,,,0.04
E,49,83.12,83.12,Infant vocalizes,,babbles,,,,0.04
E,50,87.8,87.8,,Parent vocalizes,乌溜溜，好厉害哦，耶~真棒真棒,,,,0.04
E,51,91.6,91.6,Infant vocalizes,,babbles,,,,0.04
E,52,91.88,91.88,,Parent vocalizes,哦车~,,,,0.04
E,53,94.6,94.6,,Parent vocalizes,这是什么车啊，这是平板车，对吧,,,,0.04
E,54,100.04,100.04,,Parent vocalizes,小汽车，对不对啊快看,,,,0.04
E,55,104.52,104.52,,Parent vocalizes,_~,,,,0.04
E,56,106.56,106.56,,Parent vocalizes,哟咦哟咦哟，开过来了是吧， 这么厉害啊,,,,0.04
E,57,110.4,110.4,Infant vocalizes,,babbles,,,,0.04
E,58,110.8,110.8,,Parent vocalizes,这个是校车对吧,,,,0.04
E,59,112.4,112.4,Infant vocalizes,,babbles,,,,0.04
E,60,113.4,113.4,,Parent vocalizes,哦车~,,,,0.04
E,61,116.4,116.4,,Parent vocalizes,唔~开过来啦,,,,0.04
E,62,120.4,120.4,Infant vocalizes,,babbles,,,,0.04
E,63,120.8,120.8,,Parent vocalizes,开过来啦，哦~车,,,,0.04
E,64,123.6,123.6,Infant vocalizes,,babbles,,,,0.04
E,65,124.8,124.8,,Parent vocalizes,嗯，哦，这个也开啊，这平板车也会开的啊，哦真棒_,,,,0.04
E,66,131.8,131.8,,Parent vocalizes,啊小汽车,,,,0.04
E,67,135.6,135.6,Infant vocalizes,,babbles,,,,0.04
E,68,135.72,135.72,,Parent vocalizes,哎哟哟又开过来啦,,,,0.04
E,69,137,137,Infant vocalizes,,babbles,,,,0.04
E,70,137.68,137.68,,Parent vocalizes,哦，开开两辆小汽车都会开的啊,,,,0.04
E,71,142.56,142.56,,Parent vocalizes,哟开过去啦,,,,0.04
E,72,145.6,145.6,Infant vocalizes,,babbles,,,,0.04
E,73,146.2,146.2,,Parent vocalizes,哦这是什么啊,,,,0.04
E,74,148.32,148.32,,Parent vocalizes,这个是摄像机,,,,0.04
E,75,151,151,,Parent vocalizes,嗯，摄像机，对吧，机，嗯，摄像机,,,,0.04
E,76,152.28,152.28,Infant vocalizes,,babbles,,,,0.04
E,77,157.48,157.48,,Parent vocalizes,啊，开过来了，你这么厉害啊,,,,0.04
E,78,161,161,Infant vocalizes,,babbles,,,,0.04
E,79,161.6,161.6,,Parent vocalizes,车车开过去了，哦唔~哦，唔~biu~撞上来啦,,,,0.04
E,80,166.8,166.8,,Parent vocalizes,小汽车对吧,,,,0.04
E,81,168,168,Infant vocalizes,,babbles,,,,0.04
E,82,169.52,169.52,,Parent vocalizes,嗯，我们再玩好吗，唔~~撞过来啦,,,,0.04
E,83,178.68,178.68,Infant vocalizes,,babbles,,,,0.04
E,84,180.04,180.04,,Parent vocalizes,里面球球有没有啊,,,,0.04
E,85,182.6,182.6,,Parent vocalizes,球球,,,,0.04
E,86,184.4,184.4,Infant vocalizes,,babbles,,,,0.04
E,87,185.16,185.16,,Parent vocalizes,我们拿球球，把球球拿给妈妈好不好啊,,,,0.04
E,88,189,189,,Parent vocalizes,把球球拿给妈妈,,,,0.04
E,89,190,190,Infant vocalizes,,babbles,,,,0.04
E,90,191.04,191.04,,Parent vocalizes,哦~这是什么啊,,,,0.04
